kode,nama,country_code,province_code
CEUR.041,Warsaw,CEUR,CEUR
CEUR.042,Kraków,CEUR,CEUR
CEUR.043,Łódź,CEUR,CEUR
CEUR.044,Wrocław,CEUR,CEUR
CEUR.045,Poznań,CEUR,CEUR
CEUR.046,Gdańsk,CEUR,CEUR
CEUR.047,Szczecin,CEUR,CEUR
CEUR.048,Bydgoszcz,CEUR,CEUR
CEUR.049,Lublin,CEUR,CEUR
CEUR.050,Katowice,CEUR,CEUR
CEUR.051,Białystok,CEUR,CEUR
CEUR.052,Gdynia,CEUR,CEUR
CEUR.053,Częstochowa,CEUR,CEUR
CEUR.054,Radom,CEUR,CEUR
CEUR.055,Sosnowiec,CEUR,CEUR
CEUR.056,Toruń,CEUR,CEUR
CEUR.057,Kielce,CEUR,CEUR
CEUR.058,Gliwice,CEUR,CEUR
CEUR.059,Zabrze,CEUR,CEUR
CEUR.060,Bytom,CEUR,CEUR
CEUR.061,Bielsko-Biała,CEUR,CEUR
CEUR.062,Olsztyn,CEUR,CEUR
CEUR.063,Rzeszów,CEUR,CEUR
CEUR.064,Ruda Śląska,CEUR,CEUR
CEUR.065,Rybnik,CEUR,CEUR
CEUR.066,Tychy,CEUR,CEUR
CEUR.067,Dąbrowa Górnicza,CEUR,CEUR
CEUR.068,Opole,CEUR,CEUR
CEUR.069,Elbląg,CEUR,CEUR
CEUR.070,Płock,CEUR,CEUR
CEUR.071,Bratislava,CEUR,CEUR
CEUR.072,Košice,CEUR,CEUR
CEUR.073,Žilina,CEUR,CEUR
CEUR.074,Nitra,CEUR,CEUR
CEUR.075,Banská Bystrica,CEUR,CEUR
CEUR.076,Trnava,CEUR,CEUR
CEUR.077,Martin,CEUR,CEUR
CEUR.078,Trenčín,CEUR,CEUR
CEUR.079,Poprad,CEUR,CEUR
CEUR.080,Prievidza,CEUR,CEUR
CEUR.081,Zvolen,CEUR,CEUR
CEUR.082,Považská Bystrica,CEUR,CEUR
CEUR.083,Michalovce,CEUR,CEUR
CEUR.084,Spišská Nová Ves,CEUR,CEUR
CEUR.085,Levice,CEUR,CEUR
CEUR.086,Nové Zámky,CEUR,CEUR
CEUR.087,Humenné,CEUR,CEUR
CEUR.088,Bardejov,CEUR,CEUR
CEUR.089,Liptovský Mikuláš,CEUR,CEUR
CEUR.090,Ružomberok,CEUR,CEUR
CEUR.091,Ljubljana,CEUR,CEUR
CEUR.092,Maribor,CEUR,CEUR
CEUR.093,Celje,CEUR,CEUR
CEUR.094,Kranj,CEUR,CEUR
CEUR.095,Velenje,CEUR,CEUR
CEUR.096,Koper,CEUR,CEUR
CEUR.097,Novo Mesto,CEUR,CEUR
CEUR.098,Ptuj,CEUR,CEUR
CEUR.099,Trbovlje,CEUR,CEUR
CEUR.100,Kamnik,CEUR,CEUR
MED.001,Athens,MED,MED
MED.002,Thessaloniki,MED,MED
MED.003,Patras,MED,MED
MED.004,Piraeus,MED,MED
MED.005,Larissa,MED,MED
MED.006,Heraklion,MED,MED
MED.007,Peristeri,MED,MED
MED.008,Kallithea,MED,MED
MED.009,Acharnes,MED,MED
MED.010,Kalamaria,MED,MED
MED.011,Nikaia,MED,MED
MED.012,Glifada,MED,MED
MED.013,Volos,MED,MED
MED.014,Ioannina,MED,MED
MED.015,Chalcis,MED,MED
MED.016,Serres,MED,MED
MED.017,Alexandroupoli,MED,MED
MED.018,Xanthi,MED,MED
MED.019,Katerini,MED,MED
MED.020,Kalamata,MED,MED
MED.021,Rome,MED,MED
MED.022,Milan,MED,MED
MED.023,Naples,MED,MED
MED.024,Turin,MED,MED
MED.025,Palermo,MED,MED
MED.026,Genoa,MED,MED
MED.027,Bologna,MED,MED
MED.028,Florence,MED,MED
MED.029,Bari,MED,MED
MED.030,Catania,MED,MED
MED.031,Venice,MED,MED
MED.032,Verona,MED,MED
MED.033,Messina,MED,MED
MED.034,Padua,MED,MED
MED.035,Trieste,MED,MED
MED.036,Taranto,MED,MED
MED.037,Brescia,MED,MED
MED.038,Parma,MED,MED
MED.039,Modena,MED,MED
MED.040,Reggio Emilia,MED,MED
MED.041,Perugia,MED,MED
MED.042,Livorno,MED,MED
MED.043,Ravenna,MED,MED
MED.044,Cagliari,MED,MED
MED.045,Foggia,MED,MED
MED.046,Rimini,MED,MED
MED.047,Salerno,MED,MED
MED.048,Ferrara,MED,MED
MED.049,Sassari,MED,MED
MED.050,Lecce,MED,MED
MED.051,Madrid,MED,MED
MED.052,Barcelona,MED,MED
MED.053,Valencia,MED,MED
MED.054,Seville,MED,MED
MED.055,Zaragoza,MED,MED
MED.056,Málaga,MED,MED
MED.057,Murcia,MED,MED
MED.058,Palma,MED,MED
MED.059,Las Palmas,MED,MED
MED.060,Bilbao,MED,MED
MED.061,Alicante,MED,MED
MED.062,Córdoba,MED,MED
MED.063,Valladolid,MED,MED
MED.064,Vigo,MED,MED
MED.065,Gijón,MED,MED
MED.066,L'Hospitalet,MED,MED
MED.067,A Coruña,MED,MED
MED.068,Vitoria-Gasteiz,MED,MED
MED.069,Granada,MED,MED
MED.070,Elche,MED,MED
MED.071,Tarrasa,MED,MED
MED.072,Badalona,MED,MED
MED.073,Cartagena,MED,MED
MED.074,Jerez de la Frontera,MED,MED
MED.075,Sabadell,MED,MED
MED.076,Móstoles,MED,MED
MED.077,Alcalá de Henares,MED,MED
MED.078,Pamplona,MED,MED
MED.079,Fuenlabrada,MED,MED
MED.080,Almería,MED,MED
MED.081,Leganés,MED,MED
MED.082,San Sebastián,MED,MED
MED.083,Santander,MED,MED
MED.084,Castellón,MED,MED
MED.085,Burgos,MED,MED
MED.086,Albacete,MED,MED
MED.087,Alcorcón,MED,MED
MED.088,Getafe,MED,MED
MED.089,Salamanca,MED,MED
MED.090,Logroño,MED,MED
MED.091,Lisbon,MED,MED
MED.092,Porto,MED,MED
MED.093,Vila Nova de Gaia,MED,MED
MED.094,Amadora,MED,MED
MED.095,Braga,MED,MED
MED.096,Funchal,MED,MED
MED.097,Coimbra,MED,MED
MED.098,Setúbal,MED,MED
MED.099,Almada,MED,MED
MED.100,Agualva-Cacém,MED,MED
