kode,nama,country_code,province_code
OCE.059,Tari,OCE,OCE
OCE.060,Wewak,OCE,OCE
OCE.061,Suva,OCE,OCE
OCE.062,Lautoka,OCE,OCE
OCE.063,Nadi,OCE,OCE
OCE.064,Labasa,OCE,OCE
OCE.065,Ba,OCE,OCE
OCE.066,Levuka,OCE,OCE
OCE.067,Savusavu,OCE,OCE
OCE.068,Sigatoka,OCE,OCE
OCE.069,Nausori,OCE,OCE
OCE.070,Rakiraki,OCE,OCE
OCE.071,Port Vila,OCE,OCE
OCE.072,Luganville,OCE,OCE
OCE.073,Isangel,OCE,OCE
OCE.074,Lakatoro,OCE,OCE
OCE.075,Saratamata,OCE,OCE
OCE.076,Sola,OCE,OCE
OCE.077,Port-Olry,OCE,OCE
OCE.078,Lenakel,OCE,OCE
OCE.079,Loltong,OCE,OCE
OCE.080,Norsup,OCE,OCE
OCE.081,Noumea,OCE,OCE
OCE.082,Dumbea,OCE,OCE
OCE.083,Païta,OCE,OCE
OCE.084,Mont-Dore,OCE,OCE
OCE.085,Bourail,OCE,OCE
OCE.086,Koumac,OCE,OCE
OCE.087,Poindimié,OCE,OCE
OCE.088,Koné,OCE,OCE
OCE.089,Thio,OCE,OCE
OCE.090,Canala,OCE,OCE
OCE.091,Honolulu,OCE,OCE
OCE.092,Hilo,OCE,OCE
OCE.093,Kailua,OCE,OCE
OCE.094,Kapolei,OCE,OCE
OCE.095,Kaneohe,OCE,OCE
OCE.096,Mililani Town,OCE,OCE
OCE.097,Ewa Gentry,OCE,OCE
OCE.098,Waipahu,OCE,OCE
OCE.099,Pearl City,OCE,OCE
OCE.100,Wahiawa,OCE,OCE
MDE.001,Cairo,MDE,MDE
MDE.002,Tehran,MDE,MDE
MDE.003,Istanbul,MDE,MDE
MDE.004,Baghdad,MDE,MDE
MDE.005,Riyadh,MDE,MDE
MDE.006,Jeddah,MDE,MDE
MDE.007,Amman,MDE,MDE
MDE.008,Beirut,MDE,MDE
MDE.009,Damascus,MDE,MDE
MDE.010,Aleppo,MDE,MDE
MDE.011,Jerusalem,MDE,MDE
MDE.012,Tel Aviv,MDE,MDE
MDE.013,Haifa,MDE,MDE
MDE.014,Mecca,MDE,MDE
MDE.015,Medina,MDE,MDE
MDE.016,Dammam,MDE,MDE
MDE.017,Tabuk,MDE,MDE
MDE.018,Abha,MDE,MDE
MDE.019,Jizan,MDE,MDE
MDE.020,Najran,MDE,MDE
MDE.021,Buraidah,MDE,MDE
MDE.022,Khamis Mushait,MDE,MDE
MDE.023,Hail,MDE,MDE
MDE.024,Al-Kharj,MDE,MDE
MDE.025,Al-Ahsa,MDE,MDE
MDE.026,Al-Qatif,MDE,MDE
MDE.027,Yanbu,MDE,MDE
MDE.028,Al-Khubar,MDE,MDE
MDE.029,Al-Dammam,MDE,MDE
MDE.030,Al-Khobar,MDE,MDE
MDE.031,Al-Jubail,MDE,MDE
MDE.032,Al-Khafji,MDE,MDE
MDE.033,Al-Qunfudhah,MDE,MDE
MDE.034,Al-Lith,MDE,MDE
MDE.035,Al-Qunfudhah,MDE,MDE
MDE.036,Al-Lith,MDE,MDE
MDE.037,Al-Qunfudhah,MDE,MDE
MDE.038,Al-Lith,MDE,MDE
MDE.039,Al-Qunfudhah,MDE,MDE
MDE.040,Al-Lith,MDE,MDE
MDE.041,Al-Qunfudhah,MDE,MDE
MDE.042,Al-Lith,MDE,MDE
MDE.043,Al-Qunfudhah,MDE,MDE
MDE.044,Al-Lith,MDE,MDE
MDE.045,Al-Qunfudhah,MDE,MDE
MDE.046,Al-Lith,MDE,MDE
MDE.047,Al-Qunfudhah,MDE,MDE
MDE.048,Al-Lith,MDE,MDE
MDE.049,Al-Qunfudhah,MDE,MDE
MDE.050,Al-Lith,MDE,MDE
MDE.051,Al-Qunfudhah,MDE,MDE
MDE.052,Al-Lith,MDE,MDE
MDE.053,Al-Qunfudhah,MDE,MDE
MDE.054,Al-Lith,MDE,MDE
MDE.055,Al-Qunfudhah,MDE,MDE
MDE.056,Al-Lith,MDE,MDE
MDE.057,Al-Qunfudhah,MDE,MDE
MDE.058,Al-Lith,MDE,MDE
MDE.059,Al-Qunfudhah,MDE,MDE
MDE.060,Al-Lith,MDE,MDE
MDE.061,Al-Qunfudhah,MDE,MDE
MDE.062,Al-Lith,MDE,MDE
MDE.063,Al-Qunfudhah,MDE,MDE
MDE.064,Al-Lith,MDE,MDE
MDE.065,Al-Qunfudhah,MDE,MDE
MDE.066,Al-Lith,MDE,MDE
MDE.067,Al-Qunfudhah,MDE,MDE
MDE.068,Al-Lith,MDE,MDE
MDE.069,Al-Qunfudhah,MDE,MDE
MDE.070,Al-Lith,MDE,MDE
MDE.071,Al-Qunfudhah,MDE,MDE
MDE.072,Al-Lith,MDE,MDE
MDE.073,Al-Qunfudhah,MDE,MDE
MDE.074,Al-Lith,MDE,MDE
MDE.075,Al-Qunfudhah,MDE,MDE
MDE.076,Al-Lith,MDE,MDE
MDE.077,Al-Qunfudhah,MDE,MDE
MDE.078,Al-Lith,MDE,MDE
MDE.079,Al-Qunfudhah,MDE,MDE
MDE.080,Al-Lith,MDE,MDE
MDE.081,Al-Qunfudhah,MDE,MDE
MDE.082,Al-Lith,MDE,MDE
MDE.083,Al-Qunfudhah,MDE,MDE
MDE.084,Al-Lith,MDE,MDE
MDE.085,Al-Qunfudhah,MDE,MDE
MDE.086,Al-Lith,MDE,MDE
MDE.087,Al-Qunfudhah,MDE,MDE
MDE.088,Al-Lith,MDE,MDE
MDE.089,Al-Qunfudhah,MDE,MDE
MDE.090,Al-Lith,MDE,MDE
MDE.091,Al-Qunfudhah,MDE,MDE
MDE.092,Al-Lith,MDE,MDE
MDE.093,Al-Qunfudhah,MDE,MDE
MDE.094,Al-Lith,MDE,MDE
MDE.095,Al-Qunfudhah,MDE,MDE
MDE.096,Al-Lith,MDE,MDE
MDE.097,Al-Qunfudhah,MDE,MDE
MDE.098,Al-Lith,MDE,MDE
MDE.099,Al-Qunfudhah,MDE,MDE
MDE.100,Al-Lith,MDE,MDE
EUR.101,Moscow,EUR,EUR
EUR.102,Saint Petersburg,EUR,EUR
EUR.103,Novosibirsk,EUR,EUR
EUR.104,Yekaterinburg,EUR,EUR
EUR.105,Kazan,EUR,EUR
EUR.106,Nizhny Novgorod,EUR,EUR
EUR.107,Chelyabinsk,EUR,EUR
EUR.108,Samara,EUR,EUR
EUR.109,Omsk,EUR,EUR
EUR.110,Rostov-on-Don,EUR,EUR
EUR.111,Ufa,EUR,EUR
EUR.112,Krasnoyarsk,EUR,EUR
EUR.113,Perm,EUR,EUR
EUR.114,Voronezh,EUR,EUR
EUR.115,Volgograd,EUR,EUR
EUR.116,Krasnodar,EUR,EUR
EUR.117,Saratov,EUR,EUR
EUR.118,Tyumen,EUR,EUR
EUR.119,Tolyatti,EUR,EUR
EUR.120,Izhevsk,EUR,EUR
EUR.121,Barnaul,EUR,EUR
EUR.122,Ulyanovsk,EUR,EUR
EUR.123,Irkutsk,EUR,EUR
EUR.124,Khabarovsk,EUR,EUR
EUR.125,Yaroslavl,EUR,EUR
EUR.126,Vladivostok,EUR,EUR
EUR.127,Makhachkala,EUR,EUR
EUR.128,Tomsk,EUR,EUR
EUR.129,Orenburg,EUR,EUR
EUR.130,Kemerovo,EUR,EUR
EUR.131,Novokuznetsk,EUR,EUR
EUR.132,Ryazan,EUR,EUR
EUR.133,Astrakhan,EUR,EUR
EUR.134,Naberezhnye Chelny,EUR,EUR
EUR.135,Penza,EUR,EUR
EUR.136,Lipetsk,EUR,EUR
EUR.137,Kirov,EUR,EUR
EUR.138,Cheboksary,EUR,EUR
EUR.139,Tula,EUR,EUR
EUR.140,Kaliningrad,EUR,EUR
EUR.141,Balashikha,EUR,EUR
EUR.142,Kursk,EUR,EUR
EUR.143,Ulan-Ude,EUR,EUR
EUR.144,Stavropol,EUR,EUR
EUR.145,Sochi,EUR,EUR
EUR.146,Ivanovo,EUR,EUR
EUR.147,Bryansk,EUR,EUR
EUR.148,Arkhangelsk,EUR,EUR
EUR.149,Tver,EUR,EUR
EUR.150,Belgorod,EUR,EUR
EUR.151,Vladimir,EUR,EUR
EUR.152,Chita,EUR,EUR
EUR.153,Kurgan,EUR,EUR
EUR.154,Smolensk,EUR,EUR
EUR.155,Orël,EUR,EUR
EUR.156,Vladikavkaz,EUR,EUR
EUR.157,Grozny,EUR,EUR
EUR.158,Murmansk,EUR,EUR
EUR.159,Vologda,EUR,EUR
EUR.160,Cherepovets,EUR,EUR
EUR.161,Saransk,EUR,EUR
EUR.162,Vladimir,EUR,EUR
EUR.163,Chita,EUR,EUR
EUR.164,Kurgan,EUR,EUR
EUR.165,Smolensk,EUR,EUR
EUR.166,Orël,EUR,EUR
EUR.167,Vladikavkaz,EUR,EUR
EUR.168,Grozny,EUR,EUR
EUR.169,Murmansk,EUR,EUR
EUR.170,Vologda,EUR,EUR
EUR.171,Cherepovets,EUR,EUR
EUR.172,Saransk,EUR,EUR
EUR.173,Vladimir,EUR,EUR
EUR.174,Chita,EUR,EUR
EUR.175,Kurgan,EUR,EUR
EUR.176,Smolensk,EUR,EUR
EUR.177,Orël,EUR,EUR
EUR.178,Vladikavkaz,EUR,EUR
EUR.179,Grozny,EUR,EUR
EUR.180,Murmansk,EUR,EUR
EUR.181,Vologda,EUR,EUR
EUR.182,Cherepovets,EUR,EUR
EUR.183,Saransk,EUR,EUR
EUR.184,Vladimir,EUR,EUR
EUR.185,Chita,EUR,EUR
EUR.186,Kurgan,EUR,EUR
EUR.187,Smolensk,EUR,EUR
EUR.188,Orël,EUR,EUR
EUR.189,Vladikavkaz,EUR,EUR
EUR.190,Grozny,EUR,EUR
EUR.191,Murmansk,EUR,EUR
EUR.192,Vologda,EUR,EUR
EUR.193,Cherepovets,EUR,EUR
EUR.194,Saransk,EUR,EUR
EUR.195,Vladimir,EUR,EUR
EUR.196,Chita,EUR,EUR
EUR.197,Kurgan,EUR,EUR
EUR.198,Smolensk,EUR,EUR
EUR.199,Orël,EUR,EUR
EUR.200,Vladikavkaz,EUR,EUR
ASI.101,Osaka,ASI,ASI
ASI.102,Nagoya,ASI,ASI
ASI.103,Sapporo,ASI,ASI
ASI.104,Fukuoka,ASI,ASI
ASI.105,Kobe,ASI,ASI
ASI.106,Kyoto,ASI,ASI
ASI.107,Kawasaki,ASI,ASI
ASI.108,Saitama,ASI,ASI
ASI.109,Hiroshima,ASI,ASI
ASI.110,Sendai,ASI,ASI
ASI.111,Chiba,ASI,ASI
ASI.112,Kitakyushu,ASI,ASI
ASI.113,Sakai,ASI,ASI
ASI.114,Niigata,ASI,ASI
ASI.115,Hamamatsu,ASI,ASI
ASI.116,Kumamoto,ASI,ASI
ASI.117,Sagamihara,ASI,ASI
ASI.118,Shizuoka,ASI,ASI
ASI.119,Okayama,ASI,ASI
ASI.120,Kagoshima,ASI,ASI
ASI.121,Funabashi,ASI,ASI
ASI.122,Hachioji,ASI,ASI
ASI.123,Matsuyama,ASI,ASI
ASI.124,Kanazawa,ASI,ASI
ASI.125,Nagano,ASI,ASI
ASI.126,Oita,ASI,ASI
ASI.127,Wakayama,ASI,ASI
ASI.128,Gifu,ASI,ASI
ASI.129,Mito,ASI,ASI
ASI.130,Takamatsu,ASI,ASI
ASI.131,Koriyama,ASI,ASI
ASI.132,Akita,ASI,ASI
ASI.133,Aomori,ASI,ASI
ASI.134,Miyazaki,ASI,ASI
ASI.135,Hakodate,ASI,ASI
ASI.136,Yokosuka,ASI,ASI
ASI.137,Tokushima,ASI,ASI
ASI.138,Maebashi,ASI,ASI
ASI.139,Iwaki,ASI,ASI
ASI.140,Obihiro,ASI,ASI
ASI.141,Matsumoto,ASI,ASI
ASI.142,Fukushima,ASI,ASI
ASI.143,Mito,ASI,ASI
ASI.144,Takamatsu,ASI,ASI
ASI.145,Koriyama,ASI,ASI
ASI.146,Akita,ASI,ASI
ASI.147,Aomori,ASI,ASI
ASI.148,Miyazaki,ASI,ASI
ASI.149,Hakodate,ASI,ASI
ASI.150,Yokosuka,ASI,ASI
ASI.151,Tokushima,ASI,ASI
ASI.152,Maebashi,ASI,ASI
ASI.153,Iwaki,ASI,ASI
ASI.154,Obihiro,ASI,ASI
ASI.155,Matsumoto,ASI,ASI
ASI.156,Fukushima,ASI,ASI
ASI.157,Mito,ASI,ASI
ASI.158,Takamatsu,ASI,ASI
ASI.159,Koriyama,ASI,ASI
ASI.160,Akita,ASI,ASI
ASI.161,Aomori,ASI,ASI
ASI.162,Miyazaki,ASI,ASI
ASI.163,Hakodate,ASI,ASI
ASI.164,Yokosuka,ASI,ASI
ASI.165,Tokushima,ASI,ASI
ASI.166,Maebashi,ASI,ASI
ASI.167,Iwaki,ASI,ASI
ASI.168,Obihiro,ASI,ASI
ASI.169,Matsumoto,ASI,ASI
ASI.170,Fukushima,ASI,ASI
ASI.171,Mito,ASI,ASI
ASI.172,Takamatsu,ASI,ASI
ASI.173,Koriyama,ASI,ASI
ASI.174,Akita,ASI,ASI
ASI.175,Aomori,ASI,ASI
ASI.176,Miyazaki,ASI,ASI
ASI.177,Hakodate,ASI,ASI
ASI.178,Yokosuka,ASI,ASI
ASI.179,Tokushima,ASI,ASI
ASI.180,Maebashi,ASI,ASI
ASI.181,Iwaki,ASI,ASI
ASI.182,Obihiro,ASI,ASI
ASI.183,Matsumoto,ASI,ASI
ASI.184,Fukushima,ASI,ASI
ASI.185,Mito,ASI,ASI
ASI.186,Takamatsu,ASI,ASI
ASI.187,Koriyama,ASI,ASI
ASI.188,Akita,ASI,ASI
ASI.189,Aomori,ASI,ASI
ASI.190,Miyazaki,ASI,ASI
ASI.191,Hakodate,ASI,ASI
ASI.192,Yokosuka,ASI,ASI
ASI.193,Tokushima,ASI,ASI
ASI.194,Maebashi,ASI,ASI
ASI.195,Iwaki,ASI,ASI
ASI.196,Obihiro,ASI,ASI
ASI.197,Matsumoto,ASI,ASI
ASI.198,Fukushima,ASI,ASI
ASI.199,Mito,ASI,ASI
ASI.200,Takamatsu,ASI,ASI
NORD.001,Stockholm,NORD,NORD
NORD.002,Gothenburg,NORD,NORD
NORD.003,Malmö,NORD,NORD
NORD.004,Uppsala,NORD,NORD
NORD.005,Västerås,NORD,NORD
NORD.006,Örebro,NORD,NORD
NORD.007,Linköping,NORD,NORD
NORD.008,Helsingborg,NORD,NORD
NORD.009,Jönköping,NORD,NORD
NORD.010,Norrköping,NORD,NORD
NORD.011,Lund,NORD,NORD
NORD.012,Umeå,NORD,NORD
NORD.013,Gävle,NORD,NORD
NORD.014,Borlänge,NORD,NORD
NORD.015,Eskilstuna,NORD,NORD
NORD.016,Södertälje,NORD,NORD
NORD.017,Karlstad,NORD,NORD
NORD.018,Täby,NORD,NORD
NORD.019,Växjö,NORD,NORD
NORD.020,Halmstad,NORD,NORD
NORD.021,Oslo,NORD,NORD
NORD.022,Bergen,NORD,NORD
NORD.023,Trondheim,NORD,NORD
NORD.024,Stavanger,NORD,NORD
NORD.025,Drammen,NORD,NORD
NORD.026,Fredrikstad,NORD,NORD
NORD.027,Kristiansand,NORD,NORD
NORD.028,Sandnes,NORD,NORD
NORD.029,Tromsø,NORD,NORD
NORD.030,Sarpsborg,NORD,NORD
NORD.031,Bodø,NORD,NORD
NORD.032,Ålesund,NORD,NORD
NORD.033,Tønsberg,NORD,NORD
NORD.034,Moss,NORD,NORD
NORD.035,Haugesund,NORD,NORD
NORD.036,Sandefjord,NORD,NORD
NORD.037,Mo i Rana,NORD,NORD
NORD.038,Arendal,NORD,NORD
NORD.039,Hamar,NORD,NORD
NORD.040,Lillehammer,NORD,NORD
NORD.041,Copenhagen,NORD,NORD
NORD.042,Aarhus,NORD,NORD
NORD.043,Odense,NORD,NORD
NORD.044,Aalborg,NORD,NORD
NORD.045,Esbjerg,NORD,NORD
NORD.046,Randers,NORD,NORD
NORD.047,Kolding,NORD,NORD
NORD.048,Horsens,NORD,NORD
NORD.049,Vejle,NORD,NORD
NORD.050,Roskilde,NORD,NORD
NORD.051,Herning,NORD,NORD
NORD.052,Silkeborg,NORD,NORD
NORD.053,Næstved,NORD,NORD
NORD.054,Fredericia,NORD,NORD
NORD.055,Viborg,NORD,NORD
NORD.056,Køge,NORD,NORD
NORD.057,Helsingør,NORD,NORD
NORD.058,Helsinki,NORD,NORD
NORD.059,Espoo,NORD,NORD
NORD.060,Tampere,NORD,NORD
NORD.061,Vantaa,NORD,NORD
NORD.062,Oulu,NORD,NORD
NORD.063,Turku,NORD,NORD
NORD.064,Jyväskylä,NORD,NORD
NORD.065,Lahti,NORD,NORD
NORD.066,Kuopio,NORD,NORD
NORD.067,Pori,NORD,NORD
NORD.068,Joensuu,NORD,NORD
NORD.069,Lappeenranta,NORD,NORD
NORD.070,Hämeenlinna,NORD,NORD
NORD.071,Vaasa,NORD,NORD
NORD.072,Seinäjoki,NORD,NORD
NORD.073,Rovaniemi,NORD,NORD
NORD.074,Mikkeli,NORD,NORD
NORD.075,Kotka,NORD,NORD
NORD.076,Salo,NORD,NORD
NORD.077,Porvoo,NORD,NORD
NORD.078,Kokkola,NORD,NORD
NORD.079,Hyvinkää,NORD,NORD
NORD.080,Lohja,NORD,NORD
NORD.081,Reykjavik,NORD,NORD
NORD.082,Kópavogur,NORD,NORD
NORD.083,Hafnarfjörður,NORD,NORD
NORD.084,Akureyri,NORD,NORD
NORD.085,Reykjanesbær,NORD,NORD
NORD.086,Garðabær,NORD,NORD
NORD.087,Mosfellsbær,NORD,NORD
NORD.088,Akranes,NORD,NORD
NORD.089,Seltjarnarnes,NORD,NORD
NORD.090,Selfoss,NORD,NORD
NORD.091,Ísafjörður,NORD,NORD
NORD.092,Egilsstaðir,NORD,NORD
NORD.093,Húsavík,NORD,NORD
NORD.094,Höfn,NORD,NORD
NORD.095,Seyðisfjörður,NORD,NORD
NORD.096,Stykkishólmur,NORD,NORD
NORD.097,Ólafsvík,NORD,NORD
NORD.098,Patreksfjörður,NORD,NORD
NORD.099,Djúpivogur,NORD,NORD
NORD.100,Bolungarvík,NORD,NORD
BALT.001,Vilnius,BALT,BALT
BALT.002,Kaunas,BALT,BALT
BALT.003,Klaipėda,BALT,BALT
BALT.004,Šiauliai,BALT,BALT
BALT.005,Panevėžys,BALT,BALT
BALT.006,Alytus,BALT,BALT
BALT.007,Marijampolė,BALT,BALT
BALT.008,Mazeikiai,BALT,BALT
BALT.009,Jonava,BALT,BALT
BALT.010,Utena,BALT,BALT
BALT.011,Kėdainiai,BALT,BALT
BALT.012,Telšiai,BALT,BALT
BALT.013,Tauragė,BALT,BALT
BALT.014,Ukmergė,BALT,BALT
BALT.015,Visaginas,BALT,BALT
BALT.016,Plungė,BALT,BALT
BALT.017,Kretinga,BALT,BALT
BALT.018,Palanga,BALT,BALT
BALT.019,Radviliškis,BALT,BALT
BALT.020,Šilutė,BALT,BALT
BALT.021,Riga,BALT,BALT
BALT.022,Daugavpils,BALT,BALT
BALT.023,Liepāja,BALT,BALT
BALT.024,Jelgava,BALT,BALT
BALT.025,Jūrmala,BALT,BALT
BALT.026,Ventspils,BALT,BALT
BALT.027,Rēzekne,BALT,BALT
BALT.028,Valmiera,BALT,BALT
BALT.029,Jēkabpils,BALT,BALT
BALT.030,Ogre,BALT,BALT
BALT.031,Tukums,BALT,BALT
BALT.032,Cēsis,BALT,BALT
BALT.033,Salaspils,BALT,BALT
BALT.034,Kuldīga,BALT,BALT
BALT.035,Olaine,BALT,BALT
BALT.036,Sigulda,BALT,BALT
BALT.037,Bauska,BALT,BALT
BALT.038,Dobele,BALT,BALT
BALT.039,Talsi,BALT,BALT
BALT.040,Ludza,BALT,BALT
BALT.041,Tallinn,BALT,BALT
BALT.042,Tartu,BALT,BALT
BALT.043,Narva,BALT,BALT
BALT.044,Pärnu,BALT,BALT
BALT.045,Kohtla-Järve,BALT,BALT
BALT.046,Viljandi,BALT,BALT
BALT.047,Rakvere,BALT,BALT
BALT.048,Maardu,BALT,BALT
BALT.049,Sillamäe,BALT,BALT
BALT.050,Kuressaare,BALT,BALT
BALT.051,Võru,BALT,BALT
BALT.052,Valga,BALT,BALT
BALT.053,Haapsalu,BALT,BALT
BALT.054,Jõhvi,BALT,BALT
BALT.055,Paide,BALT,BALT
BALT.056,Keila,BALT,BALT
BALT.057,Kiviõli,BALT,BALT
BALT.058,Tapa,BALT,BALT
BALT.059,Põlva,BALT,BALT
BALT.060,Jõgeva,BALT,BALT
BALT.061,Türi,BALT,BALT
BALT.062,Elva,BALT,BALT
BALT.063,Rapla,BALT,BALT
BALT.064,Saue,BALT,BALT
BALT.065,Põltsamaa,BALT,BALT
BALT.066,Paldiski,BALT,BALT
BALT.067,Sindi,BALT,BALT
BALT.068,Kärdla,BALT,BALT
BALT.069,Loksa,BALT,BALT
BALT.070,Tõrva,BALT,BALT
BALT.071,Karksi-Nuia,BALT,BALT
BALT.072,Antsla,BALT,BALT
BALT.073,Võhma,BALT,BALT
BALT.074,Mustvee,BALT,BALT
BALT.075,Lihula,BALT,BALT
BALT.076,Kallaste,BALT,BALT
BALT.077,Otepää,BALT,BALT
BALT.078,Kanepi,BALT,BALT
BALT.079,Kõrveküla,BALT,BALT
BALT.080,Käru,BALT,BALT
BALT.081,Põlva,BALT,BALT
BALT.082,Jõgeva,BALT,BALT
BALT.083,Türi,BALT,BALT
BALT.084,Elva,BALT,BALT
BALT.085,Rapla,BALT,BALT
BALT.086,Saue,BALT,BALT
BALT.087,Põltsamaa,BALT,BALT
BALT.088,Paldiski,BALT,BALT
BALT.089,Sindi,BALT,BALT
BALT.090,Kärdla,BALT,BALT
BALT.091,Loksa,BALT,BALT
BALT.092,Tõrva,BALT,BALT
BALT.093,Karksi-Nuia,BALT,BALT
BALT.094,Antsla,BALT,BALT
BALT.095,Võhma,BALT,BALT
BALT.096,Mustvee,BALT,BALT
BALT.097,Lihula,BALT,BALT
BALT.098,Kallaste,BALT,BALT
BALT.099,Otepää,BALT,BALT
BALT.100,Kanepi,BALT,BALT
BALK.001,Belgrade,BALK,BALK
BALK.002,Novi Sad,BALK,BALK
BALK.003,Niš,BALK,BALK
BALK.004,Kragujevac,BALK,BALK
BALK.005,Subotica,BALK,BALK
BALK.006,Zrenjanin,BALK,BALK
BALK.007,Pančevo,BALK,BALK
BALK.008,Čačak,BALK,BALK
BALK.009,Kraljevo,BALK,BALK
BALK.010,Novi Pazar,BALK,BALK
BALK.011,Kraljevo,BALK,BALK
BALK.012,Leskovac,BALK,BALK
BALK.013,Užice,BALK,BALK
BALK.014,Vranje,BALK,BALK
BALK.015,Valjevo,BALK,BALK
BALK.016,Kruševac,BALK,BALK
BALK.017,Vršac,BALK,BALK
BALK.018,Šabac,BALK,BALK
BALK.019,Sombor,BALK,BALK
BALK.020,Požarevac,BALK,BALK
BALK.021,Zagreb,BALK,BALK
BALK.022,Split,BALK,BALK
BALK.023,Rijeka,BALK,BALK
BALK.024,Osijek,BALK,BALK
BALK.025,Zadar,BALK,BALK
BALK.026,Slavonski Brod,BALK,BALK
BALK.027,Pula,BALK,BALK
BALK.028,Šibenik,BALK,BALK
BALK.029,Karlovac,BALK,BALK
BALK.030,Varaždin,BALK,BALK
BALK.031,Sisak,BALK,BALK
BALK.032,Velika Gorica,BALK,BALK
BALK.033,Dubrovnik,BALK,BALK
BALK.034,Vinkovci,BALK,BALK
BALK.035,Vukovar,BALK,BALK
BALK.036,Čakovec,BALK,BALK
BALK.037,Požega,BALK,BALK
BALK.038,Solin,BALK,BALK
BALK.039,Zaprešić,BALK,BALK
BALK.040,Petrinja,BALK,BALK
BALK.041,Sarajevo,BALK,BALK
BALK.042,Banja Luka,BALK,BALK
BALK.043,Tuzla,BALK,BALK
BALK.044,Zenica,BALK,BALK
BALK.045,Mostar,BALK,BALK
BALK.046,Prijedor,BALK,BALK
BALK.047,Doboj,BALK,BALK
BALK.048,Bijeljina,BALK,BALK
BALK.049,Brčko,BALK,BALK
BALK.050,Trebinje,BALK,BALK
BALK.051,Skopje,BALK,BALK
BALK.052,Bitola,BALK,BALK
BALK.053,Kumanovo,BALK,BALK
BALK.054,Prilep,BALK,BALK
BALK.055,Tetovo,BALK,BALK
BALK.056,Veles,BALK,BALK
BALK.057,Štip,BALK,BALK
BALK.058,Ohrid,BALK,BALK
BALK.059,Gostivar,BALK,BALK
BALK.060,Strumica,BALK,BALK
BALK.061,Kavadarci,BALK,BALK
BALK.062,Kočani,BALK,BALK
BALK.063,Kičevo,BALK,BALK
BALK.064,Struga,BALK,BALK
BALK.065,Radoviš,BALK,BALK
BALK.066,Gevgelija,BALK,BALK
BALK.067,Debar,BALK,BALK
BALK.068,Kriva Palanka,BALK,BALK
BALK.069,Sveti Nikole,BALK,BALK
BALK.070,Negotino,BALK,BALK
BALK.071,Delnice,BALK,BALK
BALK.072,Krško,BALK,BALK
BALK.073,Celje,BALK,BALK
BALK.074,Kranj,BALK,BALK
BALK.075,Velenje,BALK,BALK
BALK.076,Koper,BALK,BALK
BALK.077,Novo Mesto,BALK,BALK
BALK.078,Ptuj,BALK,BALK
BALK.079,Trbovlje,BALK,BALK
BALK.080,Kamnik,BALK,BALK
BALK.081,Jesenice,BALK,BALK
BALK.082,Nova Gorica,BALK,BALK
BALK.083,Škofja Loka,BALK,BALK
BALK.084,Murska Sobota,BALK,BALK
BALK.085,Ajdovščina,BALK,BALK
BALK.086,Bled,BALK,BALK
BALK.087,Postojna,BALK,BALK
BALK.088,Logatec,BALK,BALK
BALK.089,Slovenj Gradec,BALK,BALK
BALK.090,Kočevje,BALK,BALK
BALK.091,Bucharest,BALK,BALK
BALK.092,Cluj-Napoca,BALK,BALK
BALK.093,Timișoara,BALK,BALK
BALK.094,Iași,BALK,BALK
BALK.095,Constanța,BALK,BALK
BALK.096,Craiova,BALK,BALK
BALK.097,Galați,BALK,BALK
BALK.098,Brașov,BALK,BALK
BALK.099,Ploiești,BALK,BALK
BALK.100,Brăila,BALK,BALK
CEUR.001,Prague,CEUR,CEUR
CEUR.002,Brno,CEUR,CEUR
CEUR.003,Ostrava,CEUR,CEUR
CEUR.004,Plzeň,CEUR,CEUR
CEUR.005,Liberec,CEUR,CEUR
CEUR.006,Olomouc,CEUR,CEUR
CEUR.007,Ústí nad Labem,CEUR,CEUR
CEUR.008,České Budějovice,CEUR,CEUR
CEUR.009,Hradec Králové,CEUR,CEUR
CEUR.010,Pardubice,CEUR,CEUR
CEUR.011,Zlín,CEUR,CEUR
CEUR.012,Havířov,CEUR,CEUR
CEUR.013,Kladno,CEUR,CEUR
CEUR.014,Most,CEUR,CEUR
CEUR.015,Karviná,CEUR,CEUR
CEUR.016,Opava,CEUR,CEUR
CEUR.017,Frýdek-Místek,CEUR,CEUR
CEUR.018,Jihlava,CEUR,CEUR
CEUR.019,Teplice,CEUR,CEUR
CEUR.020,Děčín,CEUR,CEUR
CEUR.021,Budapest,CEUR,CEUR
CEUR.022,Debrecen,CEUR,CEUR
CEUR.023,Szeged,CEUR,CEUR
CEUR.024,Miskolc,CEUR,CEUR
CEUR.025,Pécs,CEUR,CEUR
CEUR.026,Győr,CEUR,CEUR
CEUR.027,Nyíregyháza,CEUR,CEUR
CEUR.028,Kecskemét,CEUR,CEUR
CEUR.029,Székesfehérvár,CEUR,CEUR
CEUR.030,Szombathely,CEUR,CEUR
CEUR.031,Szolnok,CEUR,CEUR
CEUR.032,Tatabánya,CEUR,CEUR
CEUR.033,Kaposvár,CEUR,CEUR
CEUR.034,Érd,CEUR,CEUR
CEUR.035,Veszprém,CEUR,CEUR
CEUR.036,Békéscsaba,CEUR,CEUR
CEUR.037,Zalaegerszeg,CEUR,CEUR
CEUR.038,Sopron,CEUR,CEUR
CEUR.039,Eger,CEUR,CEUR
CEUR.040,Nagykanizsa,CEUR,CEUR
